State,Description,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
OHIO,  Per capita disposable personal income 7,2.9,4.9,3.0,3.2,3.8,3.9,2.0,4.4,3.8,4.2,-0.5,2.4,5.3,3.6,0.5,3.9,3.3,1.8,3.8,4.3,3.1,7.8,6.5,-0.2,7.0
OHIO,  Per capita personal consumption expenditures (PCE) 8,5.7,6.4,3.8,3.2,4.3,4.2,4.6,3.2,3.6,1.6,-1.7,3.3,3.8,3.2,3.0,2.9,2.7,2.6,3.6,3.2,2.5,-1.6,11.4,8.0,(NA)
OHIO,  Regional price parities (RPPs) 9,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),1.0,-0.4,-1.0,0.9,0.3,-0.2,-0.9,0.2,-0.5,1.1,0.4,-1.4,0.2,-0.8,(NA)
OHIO,  Implicit regional price deflator 10,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),0.8,1.4,1.5,2.8,1.6,1.2,-0.7,1.2,1.2,3.2,1.8,-0.4,4.4,5.7,(NA)
OHIO,  Total employment (number of jobs),1.2,1.6,-0.9,-1.3,-0.3,0.7,0.6,0.6,0.7,-1.0,-4.0,-0.6,1.6,1.3,1.1,1.3,1.3,1.0,0.8,1.1,0.1,-3.1,2.9,3.6,(NA)
OKLAHOMA,  Real GDP (millions of chained 2017 dollars) 1,1.8,3.6,3.7,1.8,1.7,3.4,4.3,6.4,2.4,4.0,-1.3,0.8,3.7,5.0,2.4,6.0,3.9,-1.9,1.3,1.8,1.8,-4.4,1.5,-1.0,5.3
OKLAHOMA,  Real personal income (millions of constant (2017) dollars) 2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-5.8,0.7,4.5,4.1,3.3,4.0,-2.4,-5.7,3.3,4.4,4.0,3.4,5.8,-2.3,(NA)
OKLAHOMA,  Real PCE (millions of constant (2017) dollars) 3,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-0.1,0.4,2.1,1.0,1.4,2.2,1.7,0.7,1.9,3.8,0.8,-1.9,7.9,3.6,(NA)
OKLAHOMA,  Gross domestic product (GDP),3.7,8.1,6.4,2.5,6.3,7.6,10.3,9.8,5.9,10.3,-8.8,5.4,7.7,4.9,5.0,7.0,-4.9,-2.7,5.7,6.1,0.5,-6.6,13.6,11.5,4.7
OKLAHOMA,  Personal income,2.7,8.3,6.3,2.4,5.0,8.0,9.3,10.7,3.6,11.4,-7.3,4.9,7.6,6.4,5.0,5.9,-2.8,-4.6,4.4,5.1,5.1,4.9,10.5,2.8,4.8
OKLAHOMA,  Disposable personal income,2.5,8.3,6.4,4.7,6.1,8.4,8.4,10.1,3.0,11.9,-5.0,4.9,6.2,6.5,4.6,5.9,-3.1,-4.5,4.6,5.8,5.1,5.8,9.8,1.7,6.4
OKLAHOMA,  Personal consumption expenditures,6.1,6.7,4.6,2.9,5.3,5.4,7.5,6.6,5.8,4.6,-1.6,4.6,5.2,3.2,3.1,4.0,1.4,1.9,3.1,4.4,1.8,-0.5,12.7,8.9,(NA)
OKLAHOMA,  Real per capita personal income 4,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-7.1,-0.4,3.7,3.3,2.4,3.4,-3.2,-6.1,3.2,4.2,3.6,2.9,5.1,-3.0,(NA)
OKLAHOMA,  Real per capita PCE 5,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-1.4,-0.7,1.4,0.2,0.6,1.6,1.0,0.3,1.8,3.5,0.4,-2.5,7.1,2.8,(NA)
OKLAHOMA,  Per capita personal income 6,1.7,7.7,5.9,1.7,4.6,7.4,8.6,9.3,2.4,10.3,-8.5,3.7,6.8,5.6,4.1,5.2,-3.5,-5.0,4.3,4.9,4.7,4.3,9.8,2.1,3.9
OKLAHOMA,  Per capita disposable personal income 7,1.6,7.8,6.0,4.0,5.6,7.7,7.7,8.7,1.9,10.8,-6.2,3.7,5.4,5.7,3.7,5.2,-3.9,-4.9,4.5,5.6,4.7,5.3,9.0,1.0,5.5
OKLAHOMA,  Per capita personal consumption expenditures (PCE) 8,5.1,6.2,4.2,2.3,4.9,4.8,6.7,5.2,4.6,3.6,-2.9,3.4,4.4,2.5,2.2,3.3,0.7,1.5,3.0,4.2,1.4,-1.0,11.9,8.1,(NA)
OKLAHOMA,  Regional price parities (RPPs) 9,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-1.2,2.3,0.5,0.3,0.3,0.3,-0.5,0.2,-0.6,-1.4,-0.4,0.4,0.3,-1.3,(NA)
OKLAHOMA,  Implicit regional price deflator 10,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-1.5,4.1,3.0,2.2,1.6,1.7,-0.3,1.2,1.1,0.6,1.0,1.5,4.5,5.1,(NA)
OKLAHOMA,  Total employment (number of jobs),0.8,2.1,0.7,-1.1,-0.8,1.4,2.3,2.6,2.6,1.7,-2.3,-0.3,1.4,2.4,1.7,1.1,0.6,0.0,0.2,0.9,-0.1,-1.9,2.1,4.3,(NA)
OREGON,  Real GDP (millions of chained 2017 dollars) 1,2.6,8.5,-0.4,2.0,4.8,5.6,3.5,5.0,2.0,2.3,-4.3,2.1,2.9,0.7,1.2,3.3,5.0,4.5,5.0,3.9,2.4,-0.9,5.2,1.8,2.1
OREGON,  Real personal income (millions of constant (2017) dollars) 2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-5.2,1.8,2.3,1.7,1.1,5.6,5.8,5.5,2.3,1.1,4.1,8.7,5.0,-8.6,(NA)
OREGON,  Real PCE (millions of constant (2017) dollars) 3,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-3.9,2.4,0.8,-0.7,2.7,4.1,3.7,5.2,2.5,0.4,3.0,-0.9,8.6,-0.9,(NA)
OREGON,  Gross domestic product (GDP),2.4,8.9,0.0,3.0,5.2,7.6,5.2,7.1,3.8,2.8,-2.9,2.4,4.0,2.5,2.9,5.0,6.8,5.6,6.5,5.7,4.4,1.2,9.4,7.9,6.4
OREGON,  Personal income,3.5,7.8,3.0,1.3,3.6,5.6,5.0,9.1,4.7,4.7,-3.2,2.6,5.4,5.0,1.5,6.7,7.5,4.9,6.0,6.5,4.7,9.0,9.4,0.7,4.8
OREGON,  Disposable personal income,2.8,7.3,4.3,3.3,4.5,5.6,3.4,8.8,5.4,4.6,-0.5,2.2,4.0,5.2,0.0,6.6,6.6,4.5,6.4,7.0,4.4,10.3,7.9,-1.1,7.8
OREGON,  Personal consumption expenditures,6.9,7.0,3.7,4.0,4.9,7.0,6.8,6.7,5.3,2.2,-1.9,3.2,3.9,2.5,3.0,5.2,5.4,4.6,6.2,5.7,3.6,-0.5,13.0,9.0,(NA)
OREGON,  Real per capita personal income 4,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-6.2,1.0,1.4,1.0,0.5,4.5,4.4,3.6,0.9,0.2,3.3,7.9,4.8,-8.2,(NA)
OREGON,  Real per capita PCE 5,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-4.9,1.6,-0.1,-1.4,2.1,3.0,2.4,3.3,1.1,-0.4,2.2,-1.6,8.3,-0.5,(NA)
OREGON,  Per capita personal income 6,2.2,6.6,1.8,-0.1,2.7,4.9,3.7,7.4,3.3,3.5,-4.3,1.9,4.4,4.3,0.9,5.6,6.0,2.9,4.6,5.6,3.9,8.3,9.1,1.1,5.0
OREGON,  Per capita disposable personal income 7,1.6,6.2,3.2,2.0,3.5,5.0,2.1,7.1,3.9,3.3,-1.6,1.5,3.1,4.4,-0.6,5.5,5.2,2.6,5.0,6.1,3.6,9.5,7.6,-0.7,7.9
OREGON,  Per capita personal consumption expenditures (PCE) 8,5.6,5.8,2.6,2.6,3.9,6.4,5.5,5.0,3.8,1.0,-2.9,2.5,3.0,1.8,2.4,4.1,4.0,2.7,4.9,4.8,2.8,-1.2,12.7,9.5,(NA)
OREGON,  Regional price parities (RPPs) 9,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),2.3,-0.9,0.5,1.3,-1.0,-0.4,1.4,-1.5,1.9,3.2,-0.8,-0.6,-0.1,3.4,(NA)
OREGON,  Implicit regional price deflator 10,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),2.1,0.8,3.0,3.2,0.4,1.0,1.6,-0.5,3.7,5.3,0.6,0.4,4.1,10.0,(NA)
OREGON,  Total employment (number of jobs),1.5,2.0,-0.6,-0.8,0.7,2.7,3.0,2.7,2.3,-0.8,-4.4,-0.7,1.3,0.8,1.8,2.8,2.9,2.5,2.7,2.1,0.4,-3.3,2.7,3.9,(NA)
PENNSYLVANIA,  Real GDP (millions of chained 2017 dollars) 1,3.2,2.6,2.0,1.0,2.6,2.7,1.8,0.0,3.7,2.4,-3.0,3.3,1.4,1.9,2.2,2.1,2.2,1.5,1.3,1.3,1.1,-4.7,3.8,1.0,2.2
PENNSYLVANIA,  Real personal income (millions of constant (2017) dollars) 2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-2.1,3.2,3.3,2.3,-0.3,2.9,2.8,2.2,-0.3,4.2,1.7,6.8,3.6,-5.8,(NA)
PENNSYLVANIA,  Real PCE (millions of constant (2017) dollars) 3,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-0.9,2.9,1.8,0.8,1.2,1.8,1.5,1.6,0.4,3.9,1.3,-3.5,8.0,2.8,(NA)
PENNSYLVANIA,  Gross domestic product (GDP),4.7,4.7,4.7,2.9,4.4,5.6,5.0,3.5,6.5,4.2,-1.0,4.0,3.2,3.6,3.8,3.7,3.0,2.3,2.9,3.5,2.9,-3.2,8.6,8.0,5.8
PENNSYLVANIA,  Personal income,4.2,6.9,4.2,1.9,3.4,5.7,4.1,5.0,6.3,4.0,-2.0,4.5,5.3,3.8,0.8,3.7,4.0,2.8,2.8,5.3,3.1,7.5,6.3,0.4,5.1
PENNSYLVANIA,  Disposable personal income,4.1,6.9,4.6,4.2,4.4,6.1,3.0,4.4,5.6,4.3,0.4,4.2,4.2,4.1,-0.2,3.5,3.4,3.0,3.0,6.0,2.8,8.4,4.6,-1.5,7.9
PENNSYLVANIA,  Personal consumption expenditures,6.3,7.0,4.4,3.8,6.0,5.5,5.2,4.5,4.3,3.6,-0.8,4.2,3.8,2.2,2.3,2.6,2.7,2.2,3.5,5.0,2.7,-2.8,10.8,9.5,(NA)
PENNSYLVANIA,  Real per capita personal income 4,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-2.5,2.8,2.8,2.0,-0.6,2.6,2.7,2.0,-0.5,3.9,1.7,6.8,3.5,-5.5,(NA)
PENNSYLVANIA,  Real per capita PCE 5,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-1.4,2.5,1.4,0.4,0.9,1.6,1.3,1.4,0.2,3.6,1.2,-3.6,7.9,3.2,(NA)
PENNSYLVANIA,  Per capita personal income 6,4.1,6.8,4.0,1.7,3.1,5.4,3.8,4.5,5.8,3.6,-2.5,4.1,4.8,3.4,0.6,3.4,3.8,2.6,2.6,5.0,3.0,7.5,6.2,0.7,5.2
PENNSYLVANIA,  Per capita disposable personal income 7,4.0,6.7,4.5,3.9,4.0,5.8,2.7,3.8,5.1,3.9,0.0,3.8,3.7,3.7,-0.4,3.2,3.3,2.9,2.8,5.7,2.7,8.4,4.4,-1.2,8.0
PENNSYLVANIA,  Per capita personal consumption expenditures (PCE) 8,6.1,6.8,4.3,3.5,5.6,5.2,4.9,4.0,3.9,3.2,-1.3,3.8,3.3,1.9,2.1,2.4,2.5,2.0,3.3,4.7,2.6,-2.9,10.6,9.9,(NA)
PENNSYLVANIA,  Regional price parities (RPPs) 9,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),0.4,-0.5,-0.6,-0.5,-0.2,-0.6,1.0,-0.4,1.3,-1.0,-0.1,-0.4,-1.6,0.1,(NA)
PENNSYLVANIA,  Implicit regional price deflator 10,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),0.1,1.3,1.9,1.4,1.1,0.8,1.2,0.6,3.1,1.0,1.3,0.7,2.5,6.5,(NA)
PENNSYLVANIA,  Total employment (number of jobs),1.6,2.1,0.1,-0.4,-0.2,1.1,1.5,1.4,1.6,0.2,-2.4,0.3,1.4,0.9,0.9,1.1,1.0,1.1,0.9,1.3,0.1,-4.6,3.2,4.3,(NA)
RHODE ISLAND,  Real GDP (millions of chained 2017 dollars) 1,3.2,4.9,1.2,3.2,3.2,4.2,1.3,2.7,-2.1,-2.2,-0.9,2.9,0.0,0.8,1.0,1.0,1.4,0.4,0.2,-0.1,1.9,-2.9,4.5,2.3,1.6
RHODE ISLAND,  Real personal income (millions of constant (2017) dollars) 2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-2.4,5.5,2.1,2.7,-2.9,3.6,1.5,0.9,1.7,2.3,4.2,6.9,3.2,-8.9,(NA)
RHODE ISLAND,  Real PCE (millions of constant (2017) dollars) 3,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-1.2,2.2,1.2,0.6,0.3,3.7,1.0,1.9,0.8,2.7,1.1,-1.4,8.0,-1.0,(NA)
RHODE ISLAND,  Gross domestic product (GDP),4.9,7.0,3.8,5.4,5.0,7.0,4.3,6.2,0.7,-0.7,1.1,3.7,1.4,2.8,2.8,3.1,3.6,2.0,1.8,2.2,4.1,-0.8,8.4,8.2,6.3
RHODE ISLAND,  Personal income,4.3,7.8,5.4,4.0,5.0,5.0,1.8,4.9,4.3,1.9,-2.3,5.2,3.8,3.2,0.0,3.9,3.5,1.4,4.2,4.0,6.0,7.4,7.8,-0.5,4.8
RHODE ISLAND,  Disposable personal income,4.3,7.0,5.7,6.6,6.0,5.2,1.1,4.4,3.8,2.4,0.3,5.0,2.3,3.7,-1.2,3.6,3.2,1.2,4.5,4.7,5.7,8.0,6.1,-2.5,7.6
RHODE ISLAND,  Personal consumption expenditures,6.6,8.4,5.1,5.4,6.8,5.3,5.2,4.1,3.5,1.5,-1.0,1.8,2.9,1.1,3.3,4.0,2.9,2.5,3.3,4.4,2.8,-0.9,12.8,8.1,(NA)
RHODE ISLAND,  Real per capita personal income 4,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-2.3,5.4,1.7,2.2,-3.3,3.1,1.1,0.4,1.4,1.7,3.9,6.7,3.1,-8.7,(NA)
RHODE ISLAND,  Real per capita PCE 5,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-1.1,2.0,0.8,0.1,-0.1,3.2,0.6,1.4,0.5,2.1,0.8,-1.6,7.9,-0.7,(NA)
RHODE ISLAND,  Per capita personal income 6,3.4,6.7,4.8,3.2,4.4,4.7,2.5,5.4,4.9,2.2,-2.2,5.0,3.4,2.7,-0.4,3.4,3.0,1.0,3.9,3.4,5.7,7.2,7.8,-0.2,4.6
RHODE ISLAND,  Per capita disposable personal income 7,3.3,6.0,5.0,5.7,5.4,4.8,1.7,4.9,4.4,2.6,0.4,4.9,2.0,3.2,-1.6,3.2,2.8,0.8,4.2,4.0,5.4,7.8,6.1,-2.2,7.4
RHODE ISLAND,  Per capita personal consumption expenditures (PCE) 8,5.6,7.3,4.4,4.5,6.3,5.0,5.9,4.5,4.1,1.7,-0.9,1.7,2.5,0.6,2.8,3.5,2.5,2.0,3.1,3.8,2.5,-1.1,12.8,8.4,(NA)
RHODE ISLAND,  Regional price parities (RPPs) 9,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),0.4,-2.1,-0.8,-1.4,1.6,-1.1,1.7,-0.4,0.7,-0.4,0.3,-0.5,0.3,2.6,(NA)
RHODE ISLAND,  Implicit regional price deflator 10,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),0.1,-0.3,1.7,0.5,2.9,0.3,1.9,0.6,2.5,1.6,1.7,0.5,4.5,9.2,(NA)
RHODE ISLAND,  Total employment (number of jobs),2.1,2.8,0.5,0.5,1.0,1.4,0.6,0.9,1.1,-1.5,-3.4,-0.3,0.9,0.2,1.6,1.8,2.3,1.0,0.9,1.5,0.3,-5.4,4.0,4.5,(NA)
SOUTH CAROLINA,  Real GDP (millions of chained 2017 dollars) 1,4.6,2.7,0.6,2.8,4.1,1.7,3.4,2.2,3.2,-0.5,-4.4,2.6,2.4,1.1,2.4,3.0,3.5,3.4,2.0,3.0,2.5,-1.6,4.8,2.5,3.6
SOUTH CAROLINA,  Real personal income (millions of constant (2017) dollars) 2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-0.8,-0.2,2.5,2.7,-0.1,4.9,5.9,2.8,4.2,3.1,5.8,6.5,2.1,-3.0,(NA)
SOUTH CAROLINA,  Real PCE (millions of constant (2017) dollars) 3,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),0.1,1.2,1.0,0.0,2.3,3.2,3.7,2.8,3.2,3.0,3.6,0.1,6.2,3.0,(NA)
SOUTH CAROLINA,  Gross domestic product (GDP),6.4,4.6,3.5,4.5,5.4,3.9,6.2,5.7,5.9,1.2,-1.3,2.7,3.6,3.3,4.3,5.1,6.0,4.8,3.4,5.2,4.9,0.6,8.8,9.6,8.3
SOUTH CAROLINA,  Personal income,4.9,7.0,3.5,2.9,3.6,5.6,5.9,7.8,6.6,4.8,-2.1,3.4,5.7,4.9,1.1,6.2,6.2,4.2,5.2,4.5,6.5,6.8,9.6,3.2,6.5
SOUTH CAROLINA,  Disposable personal income,4.8,7.4,3.7,4.9,4.4,5.8,4.9,7.3,6.4,5.7,-0.1,3.3,4.7,5.0,0.1,6.4,5.5,3.8,5.4,4.9,6.0,7.4,8.4,1.6,8.8
SOUTH CAROLINA,  Personal consumption expenditures,7.2,7.0,4.0,4.0,5.2,7.4,7.3,6.4,6.6,4.0,-1.2,4.8,4.2,2.1,3.6,4.5,3.9,4.2,4.2,4.4,4.3,0.5,13.9,9.5,(NA)
SOUTH CAROLINA,  Real per capita personal income 4,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-2.1,-1.1,1.9,1.9,-0.9,3.7,4.6,1.6,3.1,2.0,4.7,5.4,0.9,-4.7,(NA)
SOUTH CAROLINA,  Real per capita PCE 5,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-1.2,0.2,0.4,-0.8,1.5,2.0,2.4,1.6,2.0,1.9,2.5,-0.9,4.9,1.2,(NA)
SOUTH CAROLINA,  Per capita personal income 6,3.4,5.6,2.5,1.9,2.6,4.1,4.5,5.7,4.6,2.9,-3.4,2.4,5.0,4.1,0.3,5.1,4.9,2.9,4.0,3.4,5.4,5.7,8.3,1.5,4.7
SOUTH CAROLINA,  Per capita disposable personal income 7,3.3,6.1,2.7,3.9,3.4,4.2,3.5,5.1,4.3,3.7,-1.4,2.3,4.1,4.2,-0.7,5.3,4.2,2.6,4.3,3.8,4.8,6.3,7.1,-0.1,7.0
SOUTH CAROLINA,  Per capita personal consumption expenditures (PCE) 8,5.7,5.7,3.0,2.9,4.1,5.9,5.9,4.3,4.5,2.0,-2.5,3.8,3.5,1.3,2.7,3.4,2.7,3.0,3.0,3.3,3.1,-0.5,12.6,7.7,(NA)
SOUTH CAROLINA,  Regional price parities (RPPs) 9,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-1.0,1.8,0.6,0.2,-0.1,-0.1,0.1,0.3,-0.8,-0.7,-0.8,-0.7,3.0,-0.1,(NA)
SOUTH CAROLINA,  Implicit regional price deflator 10,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-1.3,3.6,3.1,2.1,1.2,1.3,0.3,1.4,0.9,1.4,0.6,0.4,7.3,6.4,(NA)
SOUTH CAROLINA,  Total employment (number of jobs),2.2,1.7,-1.0,-0.4,0.7,1.9,2.2,2.6,2.6,-0.4,-4.2,-0.4,3.0,1.1,1.9,2.5,2.8,2.4,2.2,3.1,1.4,-2.0,4.0,4.4,(NA)
SOUTH DAKOTA,  Real GDP (millions of chained 2017 dollars) 1,4.4,6.9,0.8,10.4,1.0,4.1,4.6,1.6,4.2,3.9,2.3,1.3,6.3,2.1,-0.1,2.1,2.5,0.8,0.7,0.6,0.8,0.6,4.6,-0.3,2.5
SOUTH DAKOTA,  Real personal income (millions of constant (2017) dollars) 2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-3.4,0.7,8.0,-3.1,-0.2,4.2,5.6,0.6,1.8,-1.6,4.2,9.4,8.1,1.6,(NA)
SOUTH DAKOTA,  Real PCE (millions of constant (2017) dollars) 3,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-0.3,1.0,3.1,-0.6,1.7,2.9,5.1,3.5,2.7,-1.9,1.1,-0.1,9.4,4.1,(NA)
SOUTH DAKOTA,  Gross domestic product (GDP),4.6,8.0,3.3,11.5,3.6,7.6,5.9,4.7,8.4,4.7,-0.6,4.0,10.1,4.9,3.1,3.7,3.2,2.4,3.6,3.4,3.1,2.1,11.5,9.9,5.3
SOUTH DAKOTA,  Personal income,4.7,6.6,3.4,0.0,9.2,7.6,5.9,5.3,10.8,7.7,-2.6,5.8,8.8,2.2,1.0,4.7,3.9,1.0,3.5,5.0,6.4,9.9,11.1,5.8,4.3
SOUTH DAKOTA,  Disposable personal income,4.1,6.9,3.5,1.5,10.8,7.6,5.2,4.4,10.6,7.9,-0.6,5.6,7.8,1.6,0.4,4.3,3.7,0.9,4.2,5.8,6.5,9.8,10.0,4.8,6.0
SOUTH DAKOTA,  Personal consumption expenditures,6.7,6.6,4.7,4.4,6.0,7.3,7.2,6.9,4.8,5.2,0.6,6.1,3.8,4.8,2.9,3.4,3.4,3.9,4.4,4.7,3.3,0.4,12.3,8.3,(NA)
SOUTH DAKOTA,  Real per capita personal income 4,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-4.4,-0.4,7.1,-4.2,-1.2,3.4,5.1,-0.4,0.7,-2.2,3.3,8.7,7.1,0.1,(NA)
SOUTH DAKOTA,  Real per capita PCE 5,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-1.3,-0.1,2.2,-1.7,0.7,2.2,4.5,2.4,1.6,-2.4,0.3,-0.7,8.4,2.5,(NA)
SOUTH DAKOTA,  Per capita personal income 6,4.1,5.8,3.1,-0.2,8.7,6.7,5.2,4.3,9.6,6.7,-3.6,4.7,7.9,1.0,0.0,3.9,3.4,0.0,2.3,4.4,5.5,9.3,10.0,4.2,3.2
SOUTH DAKOTA,  Per capita disposable personal income 7,3.5,6.1,3.2,1.2,10.2,6.7,4.5,3.4,9.4,6.9,-1.6,4.5,6.9,0.4,-0.6,3.5,3.2,-0.1,3.1,5.1,5.7,9.1,9.0,3.2,4.9
SOUTH DAKOTA,  Per capita personal consumption expenditures (PCE) 8,6.1,5.9,4.4,4.1,5.5,6.4,6.5,5.9,3.6,4.2,-0.3,5.0,3.0,3.6,1.9,2.7,2.9,2.9,3.2,4.1,2.4,-0.1,11.3,6.6,(NA)
SOUTH DAKOTA,  Regional price parities (RPPs) 9,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),1.2,3.2,-1.7,3.5,-0.1,-0.9,-1.7,-0.6,-0.1,4.6,0.7,-0.5,-1.4,-2.3,(NA)
SOUTH DAKOTA,  Implicit regional price deflator 10,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),0.9,5.1,0.8,5.4,1.2,0.5,-1.6,0.4,1.6,6.7,2.1,0.6,2.7,4.0,(NA)
SOUTH DAKOTA,  Total employment (number of jobs),2.2,2.1,-0.1,-0.4,0.0,1.7,1.8,2.1,2.5,1.6,-0.8,0.3,1.5,1.5,1.1,1.4,0.6,0.8,0.7,1.5,0.0,-0.7,3.2,3.6,(NA)
TENNESSEE,  Real GDP (millions of chained 2017 dollars) 1,3.1,1.0,-0.3,3.3,3.5,5.2,2.7,2.3,-0.3,1.3,-3.8,1.9,3.0,3.4,2.1,1.7,3.6,2.4,3.5,2.0,2.1,-1.0,8.2,3.9,3.2
TENNESSEE,  Real personal income (millions of constant (2017) dollars) 2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),1.1,1.0,2.8,2.1,-0.1,2.5,4.9,1.2,3.5,7.4,2.7,7.0,5.9,-4.1,(NA)
TENNESSEE,  Real PCE (millions of constant (2017) dollars) 3,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),0.1,0.4,1.3,0.5,1.2,2.8,2.9,2.0,3.8,6.1,0.9,0.0,9.3,1.6,(NA)
TENNESSEE,  Gross domestic product (GDP),5.2,3.3,2.0,5.1,4.7,7.4,5.2,5.1,2.1,2.9,-1.0,2.3,4.4,5.9,3.8,3.6,6.2,4.0,4.7,4.0,4.4,1.1,12.3,10.8,7.7
TENNESSEE,  Personal income,3.9,6.0,2.7,3.0,4.3,5.9,4.6,6.4,4.8,4.1,-0.6,4.8,6.1,4.6,0.7,3.7,5.1,3.3,4.5,5.6,6.1,7.2,10.4,3.5,5.8
TENNESSEE,  Disposable personal income,3.9,6.3,2.6,4.9,5.1,6.2,3.9,5.5,4.5,4.8,1.6,4.6,5.2,4.7,0.0,3.4,4.6,3.0,5.0,6.3,6.1,7.4,9.4,2.2,7.8
TENNESSEE,  Personal consumption expenditures,6.6,6.7,3.0,3.6,4.4,6.1,6.5,5.8,5.5,2.4,-1.5,4.2,4.5,2.9,2.1,4.1,3.1,4.2,4.9,4.3,4.2,0.2,13.9,9.6,(NA)
TENNESSEE,  Real per capita personal income 4,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),0.1,0.2,2.0,1.2,-0.8,1.7,4.1,0.3,2.4,6.4,1.9,6.0,5.2,-5.2,(NA)
TENNESSEE,  Real per capita PCE 5,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-0.8,-0.4,0.6,-0.4,0.5,2.0,2.1,1.1,2.8,5.0,0.1,-1.0,8.6,0.4,(NA)
TENNESSEE,  Per capita personal income 6,2.7,4.8,1.8,2.2,3.4,4.7,3.2,4.7,3.3,2.9,-1.5,4.0,5.3,3.7,0.1,2.9,4.3,2.4,3.4,4.6,5.2,6.2,9.8,2.3,4.7
TENNESSEE,  Per capita disposable personal income 7,2.7,5.0,1.8,4.1,4.2,5.0,2.5,3.8,3.0,3.6,0.7,3.8,4.4,3.7,-0.7,2.6,3.8,2.1,3.9,5.2,5.2,6.4,8.8,0.9,6.7
TENNESSEE,  Per capita personal consumption expenditures (PCE) 8,5.3,5.5,2.1,2.8,3.5,5.0,5.1,4.1,4.0,1.2,-2.4,3.4,3.7,2.0,1.4,3.2,2.3,3.2,3.8,3.3,3.4,-0.7,13.2,8.3,(NA)
TENNESSEE,  Regional price parities (RPPs) 9,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-1.3,2.0,0.6,0.6,-0.4,-0.2,0.0,1.1,-0.8,-3.7,1.8,-0.8,0.0,1.3,(NA)
TENNESSEE,  Implicit regional price deflator 10,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-1.6,3.8,3.2,2.4,0.9,1.2,0.2,2.1,1.0,-1.7,3.3,0.3,4.2,7.9,(NA)
